Time,ConcRT(ug/m3),ConcHR(ug/m3),Flow(lpm),AT(C),RH(%),BP(mmHg),FT(C),FRH(%),Status,YYYY,Month,DD,hr
11/5/2018 6:00,76,106,16.6,15.4,68,573,24.1,24,0,2018,11,05,06
11/5/2018 7:00,71,48,16.6,17.7,58,573,26.1,22,0,2018,11,05,07
11/5/2018 8:00,44,45,16.6,19.5,52,574,29.1,19,0,2018,11,05,08
11/5/2018 9:00,35,28,16.6,20.6,48,574,30.2,17,0,2018,11,05,09
11/5/2018 10:00,29,35,16.6,22.1,43,574,32.7,15,0,2018,11,05,10
11/5/2018 11:00,27,27,16.7,22.5,42,573,33.7,14,0,2018,11,05,11
11/5/2018 12:00,25,29,16.7,22.6,42,572,33.6,14,0,2018,11,05,12
11/5/2018 13:00,18,20,16.6,23.1,39,572,33.2,14,0,2018,11,05,13
11/5/2018 14:00,24,31,16.6,23.9,37,571,34.3,13,0,2018,11,05,14
11/5/2018 15:00,26,18,16.7,22.4,41,571,33,14,0,2018,11,05,15
11/5/2018 16:00,19,24,16.6,22.3,42,571,31.7,16,0,2018,11,05,16
11/5/2018 17:00,24,34,16.6,22,41,572,31.1,16,0,2018,11,05,17
11/5/2018 18:00,31,34,16.6,21.1,42,572,30.1,16,0,2018,11,05,18
11/5/2018 19:00,38,49,16.6,20.6,45,573,29.4,17,0,2018,11,05,19
11/5/2018 20:00,35,23,16.6,19.9,46,573,28.7,18,0,2018,11,05,20
11/5/2018 21:00,17,24,16.6,19.4,50,574,28.1,19,0,2018,11,05,21
11/5/2018 22:00,21,17,16.6,19.2,52,574,27.9,20,0,2018,11,05,22
11/5/2018 23:00,18,16,16.7,18.9,55,573,27.7,21,0,2018,11,05,23
11/6/2018 0:00,18,14,16.7,18.4,57,573,27.2,22,0,2018,11,06,00
11/6/2018 1:00,11,11,16.6,17.8,59,573,26.5,22,0,2018,11,06,01
11/6/2018 2:00,14,27,16.6,16.6,64,572,25.8,23,0,2018,11,06,02
11/6/2018 3:00,33,48,16.6,15.6,68,572,24.8,25,0,2018,11,06,03
11/6/2018 4:00,48,44,16.6,15.3,70,573,24.3,25,0,2018,11,06,04
11/6/2018 5:00,54,68,16.6,14.8,73,573,24,26,0,2018,11,06,05
11/6/2018 6:00,88,124,16.6,14.7,74,573,23.6,26,0,2018,11,06,06
11/6/2018 7:00,104,72,16.6,17.7,61,574,25.6,24,0,2018,11,06,07
11/6/2018 8:00,48,35,16.6,19.4,55,574,28.5,21,0,2018,11,06,08
11/6/2018 9:00,30,33,16.6,20.9,51,574,30.7,18,0,2018,11,06,09
11/6/2018 10:00,25,28,16.6,22,48,574,31.4,18,0,2018,11,06,10
11/6/2018 11:00,30,24,16.6,22,46,573,32.4,16,0,2018,11,06,11
11/6/2018 12:00,25,26,16.6,22.1,45,573,31.9,17,0,2018,11,06,12
11/6/2018 13:00,25,27,16.6,23.5,41,572,32.8,16,0,2018,11,06,13
11/6/2018 14:00,28,24,16.6,24.2,39,572,34.3,14,0,2018,11,06,14
11/6/2018 15:00,15,21,16.6,23.6,40,571,33.6,15,0,2018,11,06,15
11/6/2018 16:00,23,19,16.6,23.3,42,572,32.5,16,0,2018,11,06,16
11/6/2018 17:00,27,32,16.6,22.7,44,572,32,16,0,2018,11,06,17
11/6/2018 18:00,28,34,16.6,21,50,572,30.1,19,0,2018,11,06,18
11/6/2018 19:00,24,27,16.6,20.2,55,573,28.8,21,0,2018,11,06,19
11/6/2018 20:00,22,21,16.6,19.7,57,574,28.1,22,0,2018,11,06,20
11/6/2018 21:00,20,17,16.6,19,59,574,27.5,23,0,2018,11,06,21
11/6/2018 22:00,12,19,16.6,18.5,60,574,26.9,23,0,2018,11,06,22
11/6/2018 23:00,14,14,16.6,18.7,59,574,26.8,24,0,2018,11,06,23
11/7/2018 0:00,9,12,16.6,18.5,61,574,26.8,24,0,2018,11,07,00
11/7/2018 1:00,22,30,16.6,17.5,66,573,26.6,24,0,2018,11,07,01
11/7/2018 2:00,30,20,16.6,17.1,68,573,26.2,25,0,2018,11,07,02
11/7/2018 3:00,10,11,16.6,16.1,72,573,25.1,27,0,2018,11,07,03
11/7/2018 4:00,24,39,16.6,15.2,77,573,24.4,28,0,2018,11,07,04
11/7/2018 5:00,40,49,16.6,14.9,79,573,23.6,29,0,2018,11,07,05
11/7/2018 6:00,54,73,16.6,15.1,77,574,23.1,30,0,2018,11,07,06
11/7/2018 7:00,81,97,16.6,17,71,574,24.6,27,0,2018,11,07,07
11/7/2018 8:00,66,34,16.6,19,66,574,27.3,25,0,2018,11,07,08
11/7/2018 9:00,32,35,16.6,20.5,60,574,30.1,22,0,2018,11,07,09
11/7/2018 10:00,25,23,16.6,21,58,574,30.8,21,0,2018,11,07,10
11/7/2018 11:00,20,28,16.6,22.6,52,574,32.1,19,0,2018,11,07,11
11/7/2018 12:00,29,31,16.7,23.7,47,573,34,17,0,2018,11,07,12
11/7/2018 13:00,21,16,16.6,23.3,47,573,34.6,16,0,2018,11,07,13
11/7/2018 14:00,13,17,16.7,23.7,44,572,33.7,16,0,2018,11,07,14
11/7/2018 15:00,16,21,16.6,24.8,39,572,34.7,14,0,2018,11,07,15
11/7/2018 16:00,22,18,16.7,23.4,42,572,34.2,15,0,2018,11,07,16
11/7/2018 17:00,16,11,16.7,21.6,49,573,31.4,18,0,2018,11,07,17
11/7/2018 18:00,15,20,16.6,20.2,56,573,29.3,21,0,2018,11,07,18
11/7/2018 19:00,26,26,16.6,19.5,63,574,28.1,24,0,2018,11,07,19
11/7/2018 20:00,22,19,16.6,19.3,63,574,27.5,25,0,2018,11,07,20
11/7/2018 21:00,10,12,16.6,19,63,574,27.2,25,0,2018,11,07,21
11/7/2018 22:00,10,9,16.6,18.7,63,575,26.9,25,0,2018,11,07,22
11/7/2018 23:00,11,10,16.6,18.5,64,574,26.7,25,0,2018,11,07,23
11/8/2018 0:00,8,11,16.6,18.3,65,574,26.6,25,0,2018,11,08,00
11/8/2018 1:00,19,19,16.6,17.6,70,574,26.5,26,0,2018,11,08,01
11/8/2018 2:00,14,12,16.7,16.9,75,574,26,27,0,2018,11,08,02
11/8/2018 3:00,11,15,16.6,16.8,79,574,25.8,29,0,2018,11,08,03
11/8/2018 4:00,21,20,16.6,16.4,81,574,25.7,29,0,2018,11,08,04
11/8/2018 5:00,19,27,16.6,16.6,80,574,25.8,29,0,2018,11,08,05
11/8/2018 6:00,27,33,16.6,16.9,79,574,26,29,0,2018,11,08,06
11/8/2018 7:00,34,40,16.6,17.3,78,575,26.2,29,0,2018,11,08,07
11/8/2018 9:00,99999,52,16.3,17.8,76,575,24.1,33,384,2018,11,08,09
11/8/2018 10:00,30026,45,16.6,19.2,73,575,25.4,32,0,2018,11,08,10
11/8/2018 11:00,35,22,16.6,20.4,64,574,29.3,24,0,2018,11,08,11
11/8/2018 12:00,19,25,16.6,21.4,56,574,31.3,20,0,2018,11,08,12
11/8/2018 13:00,23,19,16.6,23.1,48,573,33.5,17,0,2018,11,08,13
11/8/2018 14:00,12,23,16.6,23.5,48,573,35.1,16,0,2018,11,08,14
11/8/2018 15:00,17,15,16.7,23.4,46,573,34.4,16,0,2018,11,08,15
11/8/2018 16:00,99999,36,13.8,21.5,55,573,31.9,19,384,2018,11,08,16
11/8/2018 17:00,99999,26,16.7,19.7,70,573,28.6,26,0,2018,11,08,17
11/8/2018 18:00,5022,17,16.6,17.9,84,573,24.8,34,0,2018,11,08,18
11/8/2018 19:00,23,37,16.6,18.3,72,574,25.8,29,0,2018,11,08,19
11/8/2018 20:00,25,23,16.6,18.6,66,574,26.3,27,0,2018,11,08,20
11/8/2018 21:00,26,41,16.6,18.6,67,574,26.8,26,0,2018,11,08,21
11/8/2018 22:00,49,53,16.6,18.1,72,574,26.9,27,0,2018,11,08,22
11/8/2018 23:00,31,19,16.6,17.2,81,574,26.2,30,0,2018,11,08,23
11/9/2018 0:00,15,14,16.6,16.8,85,574,25.8,32,0,2018,11,09,00
11/9/2018 1:00,13,13,16.7,16.4,88,573,25.3,32,0,2018,11,09,01
11/9/2018 2:00,9,11,16.6,16.3,88,573,25,33,0,2018,11,09,02
11/9/2018 3:00,20,29,16.6,16.1,89,573,25.2,33,0,2018,11,09,03
11/9/2018 4:00,23,23,16.6,16.2,89,573,25,33,0,2018,11,09,04
11/9/2018 5:00,21,20,16.6,16,90,573,24.9,33,0,2018,11,09,05
11/9/2018 6:00,18,24,16.6,15.9,92,574,24.4,34,0,2018,11,09,06
11/9/2018 7:00,25,29,16.6,16.6,87,574,25,33,0,2018,11,09,07
11/9/2018 8:00,30,32,16.6,17.9,75,574,26.3,28,0,2018,11,09,08
11/9/2018 9:00,28,29,16.6,18.2,74,574,27.1,28,0,2018,11,09,09
11/9/2018 10:00,26,32,16.6,18.1,78,574,26.9,29,0,2018,11,09,10
11/9/2018 11:00,29,23,16.6,19.7,66,574,27.9,26,0,2018,11,09,11
11/9/2018 12:00,23,22,16.6,20.4,65,573,28.7,25,0,2018,11,09,12
11/9/2018 13:00,19,23,16.6,22.2,53,573,31.2,20,0,2018,11,09,13
11/9/2018 14:00,22,25,16.7,21.1,61,572,32,20,0,2018,11,09,14
11/9/2018 15:00,24,38,16.6,21.7,61,572,30,23,0,2018,11,09,15
11/9/2018 16:00,31,23,16.6,21.4,56,572,31.2,20,0,2018,11,09,16
11/9/2018 19:00,99999,134,15.6,17.7,77,573,19,46,384,2018,11,09,19
11/9/2018 20:00,83357,148,16.6,17.2,79,574,20.4,41,0,2018,11,09,20
11/9/2018 21:00,146,162,16.6,16.8,80,574,23.8,31,0,2018,11,09,21
11/9/2018 22:00,128,122,16.6,17.1,77,574,25.1,29,0,2018,11,09,22
11/9/2018 23:00,98,82,16.6,16.6,78,574,25.1,29,0,2018,11,09,23
11/10/2018 0:00,56,48,16.6,16.8,76,574,24.8,29,0,2018,11,10,00
11/10/2018 1:00,49,57,16.6,16.2,80,573,24.6,30,0,2018,11,10,01
11/10/2018 2:00,66,73,16.6,15.5,83,573,24.1,30,0,2018,11,10,02
11/10/2018 3:00,65,65,16.6,15.3,83,573,23.9,31,0,2018,11,10,03
11/10/2018 4:00,61,67,16.6,15.6,82,573,23.9,31,0,2018,11,10,04
11/10/2018 5:00,60,39,16.6,15.8,84,573,24.3,31,0,2018,11,10,05
11/10/2018 6:00,20,13,16.6,15.7,87,574,23.5,34,0,2018,11,10,06
11/10/2018 7:00,20,29,16.6,17.3,80,574,24.4,33,0,2018,11,10,07
11/10/2018 8:00,28,23,16.6,17.9,75,575,26.5,28,0,2018,11,10,08
11/10/2018 9:00,21,25,16.6,19.9,63,575,28.4,24,0,2018,11,10,09
11/10/2018 10:00,24,22,16.6,21.1,56,574,30.2,21,0,2018,11,10,10
11/10/2018 11:00,23,23,16.6,22.4,50,574,32.1,18,0,2018,11,10,11
11/10/2018 12:00,16,14,16.6,22.3,48,573,32.7,17,0,2018,11,10,12
11/10/2018 13:00,99999,16,16.2,18.2,71,573,27.7,25,384,2018,11,10,13
11/10/2018 14:00,56678,36,16.6,21.3,55,572,26.7,25,0,2018,11,10,14
11/10/2018 15:00,38,40,16.6,23.4,43,572,30.2,19,0,2018,11,10,15
11/10/2018 16:00,28,17,16.6,23.9,35,572,32.5,14,0,2018,11,10,16
11/10/2018 17:00,22,18,16.7,21.8,41,572,31,16,0,2018,11,10,17
11/10/2018 18:00,20,19,16.6,19.2,62,573,28.5,23,0,2018,11,10,18
11/10/2018 19:00,66,132,16.6,18.1,67,574,26.8,24,0,2018,11,10,19
11/10/2018 20:00,103,83,16.6,17.4,66,574,25.8,24,0,2018,11,10,20
11/10/2018 21:00,77,78,16.6,17.2,70,574,25.4,27,0,2018,11,10,21
11/10/2018 22:00,89,103,16.6,16.4,73,574,25.1,26,0,2018,11,10,22
11/10/2018 23:00,92,80,16.6,16.1,73,574,24.6,27,0,2018,11,10,23
11/11/2018 0:00,50,50,16.6,15.6,76,574,24.2,28,0,2018,11,11,00
11/11/2018 1:00,36,28,16.6,14.8,84,574,23.6,31,0,2018,11,11,01
11/11/2018 2:00,28,39,16.6,14.6,85,574,23.2,31,0,2018,11,11,02
11/11/2018 3:00,31,28,16.6,14.9,84,574,23.5,31,0,2018,11,11,03
11/11/2018 4:00,28,36,16.6,15.1,83,574,23.8,31,0,2018,11,11,04
11/11/2018 5:00,42,51,16.6,14.6,85,574,23.6,30,0,2018,11,11,05
11/11/2018 6:00,54,68,16.6,15,84,575,23.8,30,0,2018,11,11,06
11/11/2018 7:00,59,54,16.6,14.6,91,575,23.4,33,0,2018,11,11,07
11/11/2018 8:00,99999,-15,11.8,19.7,66,575,26.3,29,384,2018,11,11,08
11/11/2018 9:00,99999,27,16.6,20.4,59,575,27.6,24,0,2018,11,11,09
11/11/2018 10:00,8353,18,16.6,21.6,47,575,30.4,18,0,2018,11,11,10
11/11/2018 11:00,17,13,16.7,20.5,58,575,30.7,20,0,2018,11,11,11
11/11/2018 12:00,9,14,16.6,22.2,51,574,30.9,20,0,2018,11,11,12
11/11/2018 13:00,12,17,16.6,23.3,45,574,32.5,17,0,2018,11,11,13
11/11/2018 14:00,17,14,16.6,24.5,39,573,33.5,15,0,2018,11,11,14
11/11/2018 15:00,10,12,16.6,24.7,38,573,34.4,14,0,2018,11,11,15
11/11/2018 16:00,5,6,16.7,23.6,43,573,33.9,15,0,2018,11,11,16
11/11/2018 17:00,7,6,16.7,21.7,49,573,31.6,18,0,2018,11,11,17
11/11/2018 18:00,7,16,16.7,19.8,58,574,28.6,22,0,2018,11,11,18
11/11/2018 19:00,99999,99999,0,18.9,64,575,25.5,25,128,2018,11,11,19
11/11/2018 20:00,99999,9,16.4,18.4,68,575,23.5,32,384,2018,11,11,20
11/11/2018 21:00,11678,29,16.6,17.7,71,575,24.6,30,0,2018,11,11,21
11/11/2018 22:00,36,42,16.6,16.6,76,575,24.8,29,0,2018,11,11,22
11/12/2018 4:00,99999,96,14.3,15.2,84,574,13.1,62,384,2018,11,12,04
11/12/2018 5:00,99999,77,15.2,15.2,84,574,19.3,43,384,2018,11,12,05
11/12/2018 8:00,99999,55,13.5,19.9,58,575,18.5,42,384,2018,11,12,08
11/12/2018 9:00,99999,3,14.9,21,39,575,23.6,23,384,2018,11,12,09
11/12/2018 10:00,99999,25,16.4,22.1,34,575,25.4,19,384,2018,11,12,10
11/12/2018 11:00,15019,18,16.6,23.1,33,574,29.9,15,0,2018,11,12,11
11/12/2018 12:00,99999,-15,13.5,24.4,26,573,30.5,13,384,2018,11,12,12
11/12/2018 13:00,99999,4,16.6,24.4,26,573,29.7,13,0,2018,11,12,13
11/12/2018 14:00,99999,99999,0,25.1,23,573,32,14,128,2018,11,12,14
11/12/2018 15:00,99999,19,16.2,24.5,24,573,30.2,12,384,2018,11,12,15
11/12/2018 16:00,50005,11,16.6,23.1,29,573,29.5,14,0,2018,11,12,16
11/12/2018 17:00,10,17,16.6,21.1,36,573,29.6,15,0,2018,11,12,17
11/12/2018 18:00,17,19,16.6,19.3,43,574,27.9,17,0,2018,11,12,18
11/12/2018 19:00,18,35,16.6,18.3,45,574,26.4,18,0,2018,11,12,19
11/12/2018 20:00,43,37,16.6,17.9,46,574,25.8,18,0,2018,11,12,20
11/12/2018 21:00,48,69,16.6,17.3,50,575,25.5,19,0,2018,11,12,21
11/12/2018 22:00,46,22,16.6,17.3,47,575,25.3,19,0,2018,11,12,22
11/12/2018 23:00,17,20,16.6,16.3,52,574,24.7,20,0,2018,11,12,23
11/13/2018 0:00,20,27,16.6,15.5,57,574,23.8,22,0,2018,11,13,00
11/13/2018 1:00,29,26,16.6,15,60,574,23.4,23,0,2018,11,13,01
11/13/2018 2:00,29,34,16.6,14.1,65,574,22.8,24,0,2018,11,13,02
11/13/2018 3:00,32,38,16.6,13.6,68,573,22.2,25,0,2018,11,13,03
11/13/2018 4:00,34,44,16.6,13.4,68,573,21.9,26,0,2018,11,13,04
11/13/2018 5:00,56,71,16.6,13,70,573,21.5,26,0,2018,11,13,05
11/13/2018 6:00,92,122,16.6,14.1,65,574,21.6,25,0,2018,11,13,06
11/13/2018 7:00,117,92,16.6,16,57,574,24,21,0,2018,11,13,07
11/13/2018 8:00,83,91,16.6,18.3,50,574,27.1,19,0,2018,11,13,08
11/13/2018 9:00,59,27,16.6,20.6,42,574,29.7,16,0,2018,11,13,09
11/13/2018 10:00,23,21,16.6,22.1,38,573,31.2,15,0,2018,11,13,10
11/13/2018 11:00,11,16,16.6,23,35,573,32,14,0,2018,11,13,11
11/13/2018 12:00,18,19,16.6,23.7,32,573,32.8,13,0,2018,11,13,12
11/13/2018 13:00,15,16,16.6,23.8,31,572,33.6,12,0,2018,11,13,13
11/13/2018 14:00,99999,43,15.5,24.3,32,572,34,12,384,2018,11,13,14
11/13/2018 15:00,85001,4,16.7,23.3,36,572,31.2,15,0,2018,11,13,15
11/13/2018 16:00,10,8,16.6,22.7,37,572,29,17,0,2018,11,13,16
11/13/2018 17:00,13,17,16.6,21.5,41,572,29.9,16,0,2018,11,13,17
11/13/2018 18:00,15,23,16.6,19.6,46,573,28.3,18,0,2018,11,13,18
11/13/2018 19:00,31,26,16.6,18.2,51,573,26.5,20,0,2018,11,13,19
11/13/2018 20:00,27,26,16.6,17.5,53,573,25.5,21,0,2018,11,13,20
11/13/2018 21:00,32,47,16.6,16.6,58,574,25,22,0,2018,11,13,21
11/13/2018 22:00,59,70,16.6,15.8,62,574,24.4,23,0,2018,11,13,22
11/13/2018 23:00,74,74,16.6,15.3,64,574,23.9,24,0,2018,11,13,23
11/14/2018 0:00,53,35,16.6,15.1,63,573,23.5,24,0,2018,11,14,00
11/14/2018 1:00,31,18,16.6,15,58,573,23.1,23,0,2018,11,14,01
11/14/2018 2:00,9,11,16.6,14.9,56,573,23,22,0,2018,11,14,02
11/14/2018 3:00,19,28,16.6,13.6,63,572,22.4,24,0,2018,11,14,03
11/14/2018 4:00,45,54,16.6,13.2,65,573,21.6,24,0,2018,11,14,04
11/14/2018 5:00,63,85,16.6,13.1,65,573,21.5,24,0,2018,11,14,05
11/14/2018 6:00,108,149,16.6,13.2,64,573,21.3,24,0,2018,11,14,06
11/14/2018 7:00,137,112,16.6,17,50,573,23.7,21,0,2018,11,14,07
11/14/2018 8:00,55,23,16.6,19.6,40,573,27.8,16,0,2018,11,14,08
11/14/2018 9:00,19,20,16.6,21,38,573,30.4,14,0,2018,11,14,09
11/14/2018 10:00,21,20,16.6,22.2,36,573,31.7,14,0,2018,11,14,10
11/14/2018 13:00,99999,23,16.2,24.5,32,571,27.9,17,384,2018,11,14,13
11/14/2018 14:00,51678,24,16.6,24.9,32,571,30.6,15,0,2018,11,14,14
11/14/2018 15:00,23,16,16.6,24.7,33,571,33.9,13,0,2018,11,14,15
11/14/2018 16:00,2,14,16.6,24.1,34,571,33.7,13,0,2018,11,14,16
11/14/2018 17:00,99999,24,14.5,22.1,41,571,28.9,18,384,2018,11,14,17
11/14/2018 18:00,99999,22,16.3,21.2,44,572,25.2,23,384,2018,11,14,18
11/14/2018 19:00,36697,67,16.6,20.1,48,572,25.8,22,0,2018,11,14,19
11/14/2018 20:00,64,59,16.6,19.1,51,572,26.7,20,0,2018,11,14,20
11/14/2018 21:00,32,26,16.6,18.8,51,573,26.6,21,0,2018,11,14,21
11/14/2018 22:00,22,16,16.6,18.4,53,573,26.3,21,0,2018,11,14,22
11/14/2018 23:00,99999,14,15.9,18.4,58,573,25.5,25,384,2018,11,14,23
11/15/2018 0:00,74999,-7,16.7,18.3,59,573,24.2,27,0,2018,11,15,00
11/15/2018 1:00,4,13,16.6,17.8,60,572,25.2,25,0,2018,11,15,01
11/15/2018 2:00,15,11,16.6,17.2,60,572,25.2,24,0,2018,11,15,02
11/15/2018 3:00,17,18,16.6,16.3,64,572,24.6,25,0,2018,11,15,03
11/15/2018 4:00,22,30,16.6,15.3,68,572,23.9,26,0,2018,11,15,04
11/15/2018 5:00,44,77,16.6,14.6,71,572,23.1,27,0,2018,11,15,05
11/15/2018 6:00,90,136,16.6,14.7,71,573,22.9,26,0,2018,11,15,06
11/15/2018 7:00,147,148,16.6,16.5,63,573,23.8,24,0,2018,11,15,07
11/15/2018 8:00,98,66,16.6,18.9,52,574,26.3,21,0,2018,11,15,08
11/15/2018 9:00,42,29,16.6,21.6,45,574,29.4,19,0,2018,11,15,09
11/15/2018 10:00,29,25,16.6,22.8,45,573,32.6,17,0,2018,11,15,10
11/15/2018 11:00,19,18,16.7,21.9,51,573,32.9,17,0,2018,11,15,11
11/15/2018 12:00,99999,53,16,21.2,53,572,30.3,20,384,2018,11,15,12
11/15/2018 13:00,68341,23,16.7,21,53,572,27.8,23,0,2018,11,15,13
11/15/2018 14:00,36,53,16.6,19.9,64,572,28,25,0,2018,11,15,14
11/15/2018 15:00,36,19,16.7,18,73,572,26.1,28,0,2018,11,15,15
11/15/2018 16:00,24,42,16.6,19.8,62,572,26.6,26,0,2018,11,15,16
11/15/2018 17:00,43,59,16.6,20.2,59,572,27.9,24,0,2018,11,15,17
11/15/2018 18:00,99,127,16.6,19.7,65,572,28.3,23,0,2018,11,15,18
11/15/2018 19:00,73,33,16.6,17.7,73,573,27.2,26,0,2018,11,15,19
11/15/2018 20:00,36,58,16.6,17.2,77,574,26,29,0,2018,11,15,20
11/15/2018 21:00,61,64,16.6,17.2,79,574,26,29,0,2018,11,15,21
11/15/2018 22:00,54,42,16.6,17,81,574,26,29,0,2018,11,15,22
11/15/2018 23:00,22,17,16.6,15.8,90,574,25.2,32,0,2018,11,15,23
11/16/2018 0:00,13,20,16.6,15.8,89,574,24.6,33,0,2018,11,16,00
11/16/2018 1:00,27,39,16.6,16.3,85,573,24.7,32,0,2018,11,16,01
11/16/2018 2:00,39,25,16.6,16,87,573,25,32,0,2018,11,16,02
11/16/2018 3:00,25,29,16.6,16.1,86,573,24.8,32,0,2018,11,16,03
11/16/2018 4:00,32,42,16.6,15.9,87,573,24.7,32,0,2018,11,16,04
11/16/2018 5:00,52,72,16.6,15.9,87,574,24.6,32,0,2018,11,16,05
11/16/2018 6:00,71,79,16.6,16,88,574,24.7,32,0,2018,11,16,06
11/16/2018 7:00,63,48,16.6,18,75,574,26.1,29,0,2018,11,16,07
11/16/2018 8:00,36,25,16.6,18.4,71,575,27.1,26,0,2018,11,16,08
11/16/2018 9:00,28,34,16.6,20,62,575,28.7,23,0,2018,11,16,09
11/16/2018 10:00,33,23,16.6,21.5,51,575,30.5,19,0,2018,11,16,10
11/16/2018 11:00,22,21,16.6,23.1,46,574,32.5,17,0,2018,11,16,11
11/16/2018 12:00,16,14,16.6,23.3,46,574,33.4,16,0,2018,11,16,12
11/16/2018 13:00,12,16,16.7,24,43,573,34.1,15,0,2018,11,16,13
11/16/2018 14:00,19,15,16.6,24.1,41,573,34.6,14,0,2018,11,16,14
11/16/2018 15:00,10,11,16.7,23.9,41,572,34,15,0,2018,11,16,15
11/16/2018 16:00,14,15,16.6,23.6,43,573,32.6,16,0,2018,11,16,16
11/16/2018 17:00,16,19,16.6,22.4,51,573,32,18,0,2018,11,16,17
11/16/2018 18:00,20,14,16.7,20,65,573,29.4,23,0,2018,11,16,18
11/16/2018 19:00,20,23,16.6,18.6,73,574,27.4,27,0,2018,11,16,19
11/16/2018 20:00,16,14,16.6,17.8,78,575,26.3,30,0,2018,11,16,20
11/16/2018 21:00,18,13,16.6,17.7,78,575,26,30,0,2018,11,16,21
11/16/2018 22:00,9,12,16.6,17.7,78,575,26.2,30,0,2018,11,16,22
11/16/2018 23:00,11,7,16.7,16.9,85,575,25.6,32,0,2018,11,16,23
11/17/2018 0:00,3,4,16.7,16.8,83,574,25.3,32,0,2018,11,17,00
11/17/2018 1:00,5,8,16.6,16.8,81,574,25.3,31,0,2018,11,17,01
11/17/2018 2:00,6,2,16.7,16.2,82,574,25,31,0,2018,11,17,02
11/17/2018 3:00,4,6,16.6,16.2,83,574,24.9,31,0,2018,11,17,03
11/17/2018 4:00,4,3,16.6,15.9,85,574,25,31,0,2018,11,17,04
11/17/2018 5:00,6,6,16.7,15.7,84,574,24.5,31,0,2018,11,17,05
11/17/2018 6:00,8,10,16.6,15.9,81,575,24.4,31,0,2018,11,17,06
11/17/2018 7:00,14,18,16.6,16.2,80,575,24.5,30,0,2018,11,17,07
11/17/2018 8:00,17,13,16.6,16.7,77,575,25.2,29,0,2018,11,17,08
11/17/2018 9:00,10,20,16.6,17.7,69,575,26.1,27,0,2018,11,17,09
11/17/2018 10:00,16,17,16.6,19,62,575,27.4,24,0,2018,11,17,10
11/17/2018 11:00,15,32,16.6,19.7,57,575,28.8,21,0,2018,11,17,11
11/17/2018 12:00,49,55,16.6,20.7,52,574,29.8,19,0,2018,11,17,12
11/17/2018 13:00,58,54,16.6,22.4,45,574,31.7,17,0,2018,11,17,13
11/17/2018 14:00,51,40,16.6,22.1,45,573,32.6,15,0,2018,11,17,14
11/17/2018 15:00,32,27,16.7,22,43,573,32,15,0,2018,11,17,15
11/17/2018 16:00,28,25,16.7,21.2,39,573,31.1,14,0,2018,11,17,16
11/17/2018 17:00,23,20,16.7,20.3,42,574,29.3,16,0,2018,11,17,17
11/17/2018 18:00,16,14,16.7,18.8,54,574,27.6,21,0,2018,11,17,18
11/17/2018 19:00,14,16,16.6,17.7,68,575,26.2,26,0,2018,11,17,19
11/17/2018 20:00,17,25,16.6,17.2,72,575,25.6,28,0,2018,11,17,20
11/17/2018 21:00,23,20,16.6,17,74,575,25.4,28,0,2018,11,17,21
11/17/2018 22:00,17,16,16.6,16.5,76,575,25,29,0,2018,11,17,22
11/17/2018 23:00,19,27,16.6,15.8,78,575,24.4,30,0,2018,11,17,23
11/18/2018 0:00,32,46,16.6,14.8,83,575,23.8,31,0,2018,11,18,00
11/18/2018 1:00,47,50,16.6,14.1,86,575,23.1,31,0,2018,11,18,01
11/18/2018 2:00,48,51,16.6,13.8,85,574,22.7,31,0,2018,11,18,02
11/18/2018 3:00,49,49,16.6,13.5,84,574,22.3,31,0,2018,11,18,03
11/18/2018 4:00,50,59,16.6,13,85,574,21.9,31,0,2018,11,18,04
11/18/2018 5:00,60,61,16.6,13.1,83,574,21.6,31,0,2018,11,18,05
11/18/2018 6:00,79,104,16.6,13.5,81,575,22.1,29,0,2018,11,18,06
11/18/2018 7:00,105,113,16.6,16.9,65,575,23.8,26,0,2018,11,18,07
11/18/2018 8:00,99999,28,14.7,20.1,41,575,26.7,19,384,2018,11,18,08
11/18/2018 9:00,96666,8,16.6,20.9,43,575,26.9,20,0,2018,11,18,09
11/18/2018 10:00,13,25,16.6,22.3,41,575,30.2,17,0,2018,11,18,10
11/18/2018 11:00,15,17,16.6,23.2,41,574,32.3,16,0,2018,11,18,11
11/18/2018 12:00,14,10,16.7,23.3,41,574,33.3,15,0,2018,11,18,12
11/18/2018 13:00,10,12,16.6,23.8,36,573,33.5,13,0,2018,11,18,13
11/18/2018 14:00,12,10,16.6,24.1,31,573,34.1,12,0,2018,11,18,14
11/18/2018 15:00,7,9,16.6,24.1,30,573,34.3,11,0,2018,11,18,15
11/18/2018 16:00,5,5,16.7,23.1,28,573,33.2,11,0,2018,11,18,16
11/18/2018 17:00,4,2,16.7,21.6,34,573,31.5,13,0,2018,11,18,17
11/18/2018 18:00,2,7,16.7,19.7,44,574,28.9,16,0,2018,11,18,18
11/18/2018 19:00,13,19,16.6,18.6,44,574,26.9,17,0,2018,11,18,19
11/18/2018 20:00,29,26,16.6,18.2,40,574,25.8,16,0,2018,11,18,20
11/18/2018 21:00,16,20,16.6,18.1,40,575,25.6,17,0,2018,11,18,21
11/18/2018 22:00,54,76,16.6,15.8,55,575,24.6,20,0,2018,11,18,22
11/18/2018 23:00,63,54,16.6,14.8,60,575,23.4,22,0,2018,11,18,23
